CUST_CODE,Churn_Risk_Probability,Holiday_Monetary,Pre_Monetary,Holiday_Frequency
CUST0000503503,0.9912550797612966,421.17,705.52,26
CUST0000368355,0.9912115250091648,354.0,126.02,37
CUST0000892511,0.9912114329307722,341.48,185.29999999999998,16
CUST0000177797,0.991208054434673,431.62,593.19,34
CUST0000201337,0.9911975462411218,368.17,345.15,8
CUST0000465895,0.9911904283063914,347.66,34.62,38
CUST0000631132,0.9911719658390444,379.71999999999997,377.96999999999997,16
CUST0000255089,0.9911625570218346,406.58,683.79,11
CUST0000365845,0.9911589545006279,499.04,1289.46,11
CUST0000783041,0.9911541252660494,951.11,4137.11,50
CUST0000540640,0.9911281515333833,326.27,0.0,24
CUST0000623923,0.9911188504598178,416.48,617.0799999999999,20
CUST0000151145,0.9910986708537014,329.88,45.36,15
CUST0000438702,0.9910955424648159,366.52,241.57,28
CUST0000358079,0.9910824057060987,415.86,599.79,14
CUST0000099996,0.9910627972773889,559.57,1678.69,12
CUST0000730512,0.9910529778493797,375.64,408.35,9
CUST0000060709,0.9910509958183009,355.57,212.46,11
CUST0000185509,0.9910223270526523,371.5,340.59,21
CUST0000746703,0.9910088893669834,572.3299999999999,1713.99,19
CUST0000783928,0.9910053891453615,308.83000000000004,0.0,12
CUST0000616111,0.9909979357541724,481.85,1239.47,14
CUST0000194388,0.9909963940606739,386.34000000000003,530.17,18
CUST0000135031,0.9909710408144858,368.06,369.35,4
CUST0000825328,0.9909693371319269,493.76,1072.04,24
CUST0000047331,0.9909598167996279,375.09000000000003,394.15999999999997,8
CUST0000682173,0.9909554151388137,317.63,0.0,4
CUST0000156608,0.9909292062944992,389.22,374.28000000000003,33
CUST0000399179,0.9909181881082775,657.8199999999999,2319.41,17
CUST0000619028,0.9908774013017502,318.03000000000003,0.0,7
CUST0000526997,0.9908245906031601,337.95,115.22,14
CUST0000449548,0.9908159178967465,340.87,0.0,44
CUST0000980569,0.9908116919646915,777.65,2996.16,47
CUST0000423823,0.990802347986124,323.98,0.0,30
CUST0000657569,0.9908014980916424,311.18,0.0,5
CUST0000256688,0.9907926013114541,502.34999999999997,1311.43,4
CUST0000744992,0.9907900208802947,366.46999999999997,291.69,32
CUST0000638798,0.9907874978209815,370.35,342.52,16
CUST0000480957,0.9907753066504705,399.27,598.81,16
CUST0000004324,0.9907745747350065,372.82,445.08,12
CUST0000476112,0.9907730123803977,380.69,407.22,30
CUST0000822561,0.9907587389092168,497.18,1175.04,29
CUST0000958474,0.9907533760369925,356.99,360.17,14
CUST0000056087,0.9907316873465727,506.63,1369.44,11
