CUST_CODE,Churn_Risk_Probability,Holiday_Monetary,Pre_Monetary,Holiday_Frequency,Holiday_Uplift_Ratio,Holiday_Spend_Share
CUST0000149532,0.9369802,232.03,240.81,17,9.021314725089288,0.49071567549276707
CUST0000862833,0.9369489,196.75,83.75,5,20.0,0.7014260249554367
CUST0000267204,0.93694746,290.59,1028.88,4,2.644333041524248,0.22023236602575275
CUST0000576923,0.9368921,331.59,114.16,8,20.0,0.7438923163208075
CUST0000646763,0.9367669,266.31,424.85,12,5.868837219660273,0.385308756293767
CUST0000966045,0.9367485,503.10999999999996,837.97,23,5.621273170376999,0.3751528618725206
CUST0000521475,0.9367437,324.76,691.28,15,4.398542093959351,0.3196330853116019
CUST0000886666,0.9367204,264.96,304.62,5,8.143706499409745,0.46518487306436324
CUST0000447705,0.9367189,230.35,241.98,6,8.912693178778362,0.4876886922278915
CUST0000962507,0.9366564,360.54,238.35,18,14.162453927254473,0.6020137253919752
CUST0000403527,0.93663484,527.75,215.62,18,20.0,0.7099425588872298
CUST0000053690,0.93663275,265.7,364.3,11,6.828614486840097,0.4217460317460317
CUST0000997686,0.93659246,173.68,231.17000000000002,3,7.0342621494031645,0.42899839446708654
CUST0000194388,0.93657774,386.34000000000003,530.17,18,6.822675849615291,0.4215338621509858
CUST0000495174,0.93653905,382.64,97.88000000000001,15,20.0,0.7963040039956714
CUST0000076359,0.9365358,459.17,476.34000000000003,18,9.025196475954381,0.4908231873523533
CUST0000587636,0.936508,347.15999999999997,173.37,14,18.748043064073347,0.666935623307014
CUST0000904106,0.93646127,263.03,129.19,11,19.062356994592506,0.6706185304166029
CUST0000702483,0.93644637,203.06,618.57,10,3.073517854977155,0.24714287452989786
CUST0000773041,0.93642926,366.06,480.74,27,7.129223469927576,0.43228625413320737
CUST0000766671,0.93642366,257.25,522.36,14,4.610899773684558,0.3299726786470158
CUST0000302732,0.9363831,325.90999999999997,220.31,5,13.8504437451683,0.5966643476987293
CUST0000059989,0.93637943,315.28,174.67000000000002,13,16.89967347474911,0.643494234105521
CUST0000049824,0.93635035,445.76,257.22,17,16.225443361297344,0.6341005434009502
CUST0000650400,0.93632764,231.56,439.89,6,4.928555636699164,0.3448655893960831
CUST0000099234,0.9362874,405.25,264.64,24,14.337312374969612,0.6049500664288167
CUST0000951924,0.93628114,250.25,796.09,7,2.9431481880172914,0.23916700116596895
CUST0000128658,0.9362802,443.14,181.79,11,20.0,0.7091034195829933
CUST0000532729,0.93624616,626.61,274.24,27,20.0,0.6955764000666037
CUST0000101966,0.9362391,330.42,189.56,5,16.31998813768603,0.6354475172122005
CUST0000513068,0.93623066,243.46,88.94,10,20.0,0.7324308062575211
CUST0000903024,0.93616956,497.24,601.12,19,7.744708781890099,0.45271131505153134
CUST0000699105,0.93615925,181.88,409.51,13,4.158346225197634,0.3075466274370551
CUST0000524878,0.9361573,231.82999999999998,97.21,4,20.0,0.7045647945538537
CUST0000742923,0.93608165,275.99,515.18,15,5.015734775781517,0.3488377971864454
CUST0000975927,0.9360043,403.13,746.07,20,5.0590125107072215,0.3507918552036199
CUST0000030579,0.93600273,449.74,960.13,23,4.385626957300036,0.3189939497967898
CUST0000742253,0.9359851,308.56,360.28,11,8.018620938277383,0.46133604449494653
CUST0000493390,0.9358831,236.68,255.46,10,8.67438841355261,0.4809200633965945
CUST0000749317,0.9358543,358.74,413.56,14,8.121597998672849,0.4645086106435323
CUST0000265680,0.93583333,322.23,267.12,12,11.294311906946103,0.5467548994655128
CUST0000009829,0.93581665,270.61,92.88,12,20.0,0.7444771520537017
CUST0000831598,0.93580055,415.72,430.64,3,9.038300236081712,0.491185783827213
CUST0000134571,0.9357799,383.81,614.8100000000001,4,5.844879675122005,0.3843403897378382
CUST0000725130,0.93576396,274.58,224.39,11,11.456860207779549,0.5502936048259415
CUST0000609932,0.93575025,221.45,344.27000000000004,5,6.022498728670277,0.39144806618114963
CUST0000199671,0.93573725,406.09,64.86,8,20.0,0.8622783735003715
CUST0000055072,0.9357044,403.23,14.88,21,20.0,0.9644112793284064
CUST0000022181,0.9356898,263.39,334.29,6,7.376937584664207,0.4406873243207067
CUST0000001431,0.9356854,340.21000000000004,419.03000000000003,17,7.601550235709572,0.4480928296717771
CUST0000087910,0.9356162,230.79999999999998,186.67,18,11.57607918630888,0.5528540973004048
CUST0000569019,0.9355953,288.33000000000004,502.67,3,5.370405477588051,0.3645132743362832
CUST0000379949,0.9355897,293.66,42.949999999999996,9,20.0,0.8724042660645852
CUST0000355645,0.93558913,577.0500000000001,861.49,23,6.271384332151113,0.4011358738721204
CUST0000342431,0.93558633,280.44,108.61999999999999,10,20.0,0.7208142702924999
CUST0000638531,0.9355359,213.56,727.42,5,2.7487477478320494,0.22695487683053836
CUST0000515260,0.93550676,233.11,327.57,6,6.6628033522200685,0.4157630020689163
CUST0000442861,0.9354941,378.87,385.64,14,9.198316643725242,0.49557232737308865
CUST0000957887,0.9354909,333.6,883.91,16,3.533606674834196,0.2740018562475873
CUST0000374897,0.93544656,182.92000000000002,205.56,4,8.331492267908773,0.4708607907742999
CUST0000314842,0.9354348,515.54,230.78,9,20.0,0.6907760746060672
CUST0000480903,0.9354346,190.45999999999998,345.72,10,5.157978025406384,0.35521653176172174
CUST0000172929,0.9354227,295.68,166.87,6,16.58990486271663,0.6392390011890606
CUST0000638798,0.93541384,370.35,342.52,16,10.123405322504933,0.5195196880216589
CUST0000429489,0.93541235,668.89,757.73,15,8.264953851979179,0.4688634674966004
CUST0000052292,0.9353216,218.24,566.36,15,3.607796158496163,0.27815447361712975
CUST0000606039,0.93528545,424.29,33.67,24,20.0,0.9264782950476024
CUST0000179521,0.9352523,302.46999999999997,351.38,11,8.059451381072368,0.4625984553032041
CUST0000967803,0.935236,438.02,114.80000000000001,10,20.0,0.7923374697008069
CUST0000879000,0.93523383,188.17000000000002,217.72,10,8.091932868724566,0.46359851191209445
CUST0000040392,0.9352195,280.90999999999997,132.23,17,19.890120477569493,0.6799390037275499
CUST0000329142,0.9352162,344.66999999999996,369.13,14,8.742272779554494,0.4828663491173998
CUST0000308294,0.93517196,326.35,399.23,21,7.653510109457421,0.44977810854764466
CUST0000844973,0.9351706,194.19,119.58999999999999,7,15.20310194742242,0.6188730957996048
CUST0000328792,0.9351627,191.94,497.94,4,3.6090150025199743,0.2782222995303531
CUST0000096018,0.93513733,394.83,158.88,16,20.0,0.7130627946036733
CUST0000601320,0.9350581,331.65,133.3,7,20.0,0.7133025056457684
CUST0000596472,0.93505174,300.71,85.0,26,20.0,0.7796271810427523
CUST0000080646,0.9350493,215.82999999999998,311.87,5,6.479454169619092,0.4090013265112753
CUST0000105044,0.93503565,343.32,1065.41,8,3.0170502737861296,0.2437088725305772
CUST0000635080,0.93502015,310.36,916.78,8,3.1695734820486225,0.2529132780285868
CUST0000581824,0.9349911,304.56,30.28,16,20.0,0.9095687492533747
CUST0000904387,0.93496794,345.41999999999996,842.54,10,3.8384612738023525,0.29076736590457586
CUST0000957731,0.9349075,354.29,876.07,16,3.7863459989389057,0.28795637049318895
CUST0000858808,0.93476653,234.7,113.11,10,19.42729339910877,0.6747937092090509
CUST0000631132,0.9347481,379.71999999999997,377.96999999999997,16,9.406029867627105,0.5011548258522615
CUST0000076590,0.9347353,63.62,246.25,20,2.4188984571462875,0.20531190499241617
CUST0000533524,0.93473214,98.46000000000001,359.03000000000003,24,2.5676114533015166,0.21521781896872064
CUST0000595932,0.93472826,227.04000000000002,47.559999999999995,12,20.0,0.82680262199563
CUST0000920550,0.9346628,228.56,418.12,6,5.117990760972115,0.3534360116286262
CUST0000843287,0.93465436,218.9,379.4,8,5.4019262034182205,0.3658699649005516
CUST0000195775,0.9346339,275.78000000000003,425.74,7,6.064828484153772,0.3931178013456495
CUST0000526494,0.93461853,508.65999999999997,395.0,34,12.056762421197957,0.562888697076334
CUST0000296735,0.9346028,226.48000000000002,576.5,17,3.678161181537508,0.28204936611123566
CUST0000966510,0.93448955,323.92,190.03,11,15.959372346146605,0.630255861465123
CUST0000018065,0.93447006,357.66,195.37,9,17.140074592788896,0.6467280256043977
CUST0000816645,0.9344628,275.24,296.52,10,8.690760256558203,0.4813907933398629
CUST0000408148,0.93441546,224.59,174.36,4,12.059901667038966,0.5629527509712996
CUST0000351613,0.93441445,218.4,796.79,7,2.5663091419762005,0.21513214275160317
CUST0000966239,0.9344002,297.6,819.6899999999999,9,3.3992530973337267,0.2663587788309213
CUST0000567606,0.934367,312.9,419.06,9,6.990843282127014,0.4274823760861249
CUST0000169377,0.93434346,416.39,384.89,14,10.12893712417586,0.5196560503194888
CUST0000184283,0.9343377,466.91,127.32,13,20.0,0.7857395284654091
CUST0000068859,0.93432486,281.25,195.6,12,13.462443467184764,0.5898081157596728
CUST0000040943,0.93430823,333.62,671.3299999999999,13,4.652819819710664,0.33197671525946565
CUST0000396465,0.934297,326.91,427.76,15,7.155306578879139,0.4331827156240476
CUST0000270889,0.9342949,296.86,342.16999999999996,10,8.122878649933751,0.4645478303053065
CUST0000941573,0.93429375,351.84000000000003,480.81,8,6.851283400129562,0.4225544946856422
CUST0000981191,0.934235,270.13,363.37,13,6.960235938527994,0.4264088397790055
CUST0000393785,0.9342347,406.09,152.74,23,20.0,0.7266789542436878
CUST0000774286,0.93421465,272.01,71.05,11,20.0,0.7928933714219086
CUST0000400718,0.93406975,588.6,546.91,45,10.076381580510704,0.5183573900714217
CUST0000044967,0.93404865,348.75,247.76,8,13.179023604717718,0.5846507183450403
CUST0000475853,0.9340257,208.25,154.91,11,12.586522834546546,0.5734387047031612
CUST0000849340,0.9339951,274.21999999999997,278.97,14,9.20326306404868,0.4957067192103978
CUST0000215436,0.9339409,471.41999999999996,222.52,13,19.835317848852572,0.679338271320287
CUST0000141963,0.93392825,325.46,392.68,28,7.759952264415143,0.45319854067452026
CUST0000383037,0.9338973,495.90999999999997,988.08,51,4.699059770120812,0.3341734108720409
CUST0000831998,0.9338865,546.4,732.78,10,6.9813159820974455,0.4271486420988446
CUST0000008774,0.9338715,402.13,491.08,18,7.66680537423643,0.4502076779256837
CUST0000087476,0.9338524,263.93,376.73,21,6.559319174863658,0.4119657852839259
CUST0000539520,0.9338249,387.22,358.96,18,10.099780516469393,0.5189364496502185
CUST0000124198,0.93381405,363.66,567.71,11,5.997485436742413,0.39045706861934565
CUST0000528018,0.9338046,227.57,499.46,6,4.265937698917195,0.3130132181615614
CUST0000122228,0.9337779,208.26,583.0,7,3.3445486777125875,0.26320046508101
CUST0000305829,0.9337504,378.05,249.46,30,14.188893739781475,0.6024605185574732
CUST0000120179,0.93368775,473.9,927.42,25,4.784212520563808,0.33818114349327777
CUST0000768917,0.93366843,691.15,659.56,19,9.81111158085799,0.5116938499011631
CUST0000181863,0.933663,223.06,55.18000000000001,11,20.0,0.8016820011500863
CUST0000531660,0.93365747,277.73,392.75,5,6.620744255063232,0.414225629399833
CUST0000551451,0.933641,174.52,85.19,5,19.18036193040863,0.6719802857032844
CUST0000341552,0.93362355,387.18,527.06,17,6.877855855053543,0.42349929996499824
CUST0000796329,0.9336015,178.4,221.58,5,7.538145292457619,0.44602230111505575
CUST0000564515,0.9335973,206.84000000000003,319.2,3,6.066970152055566,0.39320203786784286
CUST0000272679,0.93352926,201.11,694.14,6,2.7126065523104304,0.22464116168667972
CUST0000080775,0.93349785,448.65999999999997,528.06,15,7.95489208683579,0.45935375542632484
